style,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Dub,0.061837766,-0.3581578,-0.08167889,0.06170198,0.01679127,-0.2630786,0.109488234,-0.115320265,0.008257662,0.00989955,0.10865335,0.019948937,0.2391048,-1.1199139,-0.17943974,0.15544292,-0.14247526,-0.03658871,0.33544996,-0.09675838,0.39704147,0.3614507,0.021358665,0.2995118,0.45194793,0.09735148,-0.1543109,0.07071943,0.32866868,0.22517963,-0.41993567,-0.25321952
Blues_Rock,-0.1510408,-0.5473954,0.10532137,0.021872032,-0.019903969,-0.32556185,0.1907142,-0.12516657,-0.24617702,-0.06355793,0.099214,-0.5519124,0.084485896,-0.17921571,-0.074417405,-0.09657974,-0.016549667,0.16218284,0.13531595,-0.22975546,0.6746159,0.1606669,0.6870812,0.03186594,-0.16755027,-0.10037506,0.10451214,-0.03274967,0.059724655,-0.3384234,0.113764666,-0.16723615
Classical,-0.13583846,-0.46819332,0.69039685,0.1244912,-0.45972198,-0.020954674,0.07921648,-0.061996177,-0.13573638,0.21830367,-0.24274468,-0.52806836,0.49878225,0.034256455,0.5597497,0.4130715,-0.19029883,0.17508176,-0.34291783,0.5464463,0.2105759,0.894375,0.14885451,0.028362308,0.31241825,-0.026895547,-0.3251308,0.008809882,0.58001703,0.17167835,0.44289804,0.04704514
Dark_Ambient,0.17750676,-0.30534193,0.26298472,-0.19848125,-0.03190054,-0.25769433,-0.22829929,0.18571456,-0.03369383,-0.45432127,0.5330418,-0.49767762,0.09293407,-0.59356755,-0.03945762,0.2759861,-0.2486607,-0.100564025,-0.08942496,-0.21010593,-0.05883211,0.0729324,0.2956224,-0.025334066,0.42870995,0.14877774,-0.15994841,0.35687202,0.41403472,0.05764903,0.032605883,0.0482891
Country,-0.12624627,-0.20021284,-0.022302281,0.26695082,0.12450331,-0.47646064,0.436602,0.25488257,0.013928954,0.21085224,-0.021852877,-0.9198391,0.14031236,-0.2675289,0.33564362,0.08721082,0.15218988,0.183908,-0.049815793,-0.1790745,0.22786069,0.06380842,0.24932104,0.24872595,-0.63946724,-0.09257204,-0.32236233,0.09318849,0.42599967,-0.3630879,-0.097270675,0.016041955
Progressive_House,-0.31666324,-0.190347,-0.15835026,0.13119692,0.47539058,-0.41553697,0.20943429,0.22200765,0.11693526,-0.1938371,0.5525374,-0.25814122,-0.035321794,-0.6391212,0.107707605,0.32685015,-0.4743459,-0.043314923,-0.2368997,-0.0550117,0.56195027,0.463523,-0.029098283,-0.17007096,0.22623405,0.6115877,-0.16593443,-0.25678563,-0.14802498,0.32643503,-0.043591846,0.07872325
Classic_Rock,-0.31372526,-0.17480391,0.022154685,0.12556908,-0.09820752,-0.25687584,0.15740536,0.034852035,-0.13165958,-0.21276838,-0.003687203,-0.64996284,0.25800008,-0.107478514,-0.07755689,0.0059433654,0.022891011,0.11809301,0.113756485,-0.25116038,0.6844896,0.26870883,0.72582036,0.09864159,-0.06686274,-0.07353188,0.08760892,-0.1383222,0.019373637,-0.26826757,0.17067453,-0.21192251
Schlager,-0.34997374,0.21740553,-0.039594714,0.34663075,-0.16828457,-0.06308045,0.37761754,0.3512408,-0.18718627,0.42405108,0.051182214,-0.5691993,0.3070764,-0.26902533,-0.015953561,0.34640342,0.17164516,0.019466344,-0.073516585,0.21268736,0.12771708,0.4446903,0.49197462,-0.14992623,0.059248246,0.06339832,0.032963235,0.009040069,0.050731383,-0.48059896,-0.1476264,0.16819611
Acid,-0.08648818,-0.19292943,-0.08939436,-0.21180138,0.15400232,-0.20732088,0.2307816,0.138378,-0.17370689,-0.17819782,0.56784,-0.09339675,-0.05060286,-0.48868844,0.12877175,0.47208732,-0.72009015,0.07978813,-0.16422324,-0.121257424,0.52787924,0.2247571,0.30381167,-0.29371017,0.35495982,0.40113017,-0.1476855,0.26167318,-0.05619824,0.41226646,-0.28964603,-0.10736624
Black_Metal,0.31390116,-0.024829326,0.33126557,-0.21677065,-0.43168387,-0.6652341,-0.3959553,0.51587963,-0.43150806,-0.26232404,0.51665473,-0.3937832,0.23605135,-0.706849,0.1617942,0.21200551,-0.22676767,0.30832794,-0.29522327,-0.48003632,0.30286935,-0.15927099,0.09978559,0.2994602,0.2232254,0.042574015,0.6605779,0.19656122,0.39312106,-0.07939665,0.25528994,-0.022000264
